,Title,Technology Broad Category,Technology Mid-Type,Technology Sub-Type,Status,Rated Power (kW),Duration (hours),Latitude,Longitude,Black Start,Demand Response,Distribution upgrade due to solar,Distribution upgrade due to wind,Electric Bill Management,Electric Bill Management with Renewables,Electric Energy Time Shift,Electric Supply Capacity,Electric Supply Reserve Capacity - Non-Spinning,Electric Supply Reserve Capacity - Spinning,Frequency Regulation,Grid-Connected Commercial (Reliability & Quality),Grid-Connected Residential (Reliability),Load Following (Tertiary Balancing),Microgrid Capability,On-Site Power,Onsite Renewable Generation Shifting,Ramping,Renewables Capacity Firming,Renewables Energy Time Shift,Resiliency,Stationary Transmission/Distribution Upgrade Deferral,Transmission Congestion Relief,Transmission Support,Transmission upgrades due to solar,Transmission upgrades due to wind,Transportable Transmission/Distribution Upgrade Deferral,Transportation Services,Voltage Support,Unnamed: 38,Unnamed: 39,Latitude_North,Latitude_South,Longitude_East,Longitude_West,Elevation,Elevation_North,Elevation_South,Elevation_East,Elevation_West
69,RuÅ¾Ã­n Pumped Storage Power Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,60000,0,48.86311,21.09,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,48.86811,48.85811,21.095,21.085,358.6879883,348.9110718,355.7136841,303.2680359,389.9394836
70,Shin Toyone Pumped Storage,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,1125000,0,35.1467376,137.72,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,35.1517376,35.1417376,137.725,137.715,489.2583618,684.5875854,543.6588745,679.6043091,560.795166
71,DeGray Lake Pumped Hydro Storage,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,28000,0,34.213624,-93.11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,34.218624,34.208624,-93.105,-93.115,108.8596191,118.9857483,72.59924316,114.9335251,134.3700409
72,Vilarinho Furnas Pumped Hydro Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,125000,1103.2,41.763285,-8.21,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,41.768285,41.758285,-8.205,-8.215,534.3984375,712.3065186,654.3824463,581.9403687,534.0380249
73,RoÃŸhag Pumped Storage Power Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,231000,0,47.0867914,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,47.0917914,47.0817914,11.775,11.765,1197.373657,1531.892822,1136.710571,1057.829834,1459.511108
74,Northfield Mountain Pumped Storage Hydroelectricity Facility ,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,1119000,7.58,43,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,43.005,42.995,0.005,-0.005,1381.150024,1121.523438,1581.720581,1362.062988,1312.760986
75,Castaic Pumped-Storage Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,1247000,10,34.6548333,-118.78,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,34.6598333,34.6498333,-118.775,-118.785,784.0999756,784.0999756,841.6588745,784.0999756,785.413269
76,San Fiorano Hydro Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,568000,0,46.0551036,10.35,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,46.0601036,46.0501036,10.355,10.345,392.3340454,396.6793213,384.4653015,489.8560791,441.0415344
77,Roncovalgrande (Lago Delio) Hydroelectric Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,1000000,0,46.0033754,8.69,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,46.0083754,45.9983754,8.695,8.685,193,193,193,193,193
78,Tumut Hydroelectric Power Station 3,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,1500000,0,-35.6239558,148.3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-35.6189558,-35.6289558,148.305,148.295,546,560.3516846,546,496.1708374,590.0426636
79,Ruselkraftwerke Power Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,3500,0,48.8555897,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,48.8605897,48.8505897,13.005,12.995,404.9852295,432.2306824,412.7933655,448.7137756,390.6536255
80,Guillena Hydroelectric Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,215000,0,37.5429955,-6.06,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.5479955,37.5379955,-6.055,-6.065,17.21353722,35.0334053,24.82117653,22.64674187,18.54772377
81,O&#039;Neill Pump-Generating Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,25200,0,37.0582786,-120.85,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.0632786,37.0532786,-120.845,-120.855,36.65781021,34.21994781,36.68059158,35.19617081,37.39854431
82,Ludington Pumped Storage,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,1872000,8,43.894481,-86.44,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,43.899481,43.889481,-86.435,-86.445,280,271.4337769,245.0333557,280,182.9507751
83,John W. Keys III Pump-Generating Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,314000,80,47.953884,-118.99,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,47.958884,47.948884,-118.985,-118.995,403.6485596,392.1985474,427.8403931,391.2155457,502.6136169
84,Numappara Pumped Hydro Power Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,675000,0,36,138,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,36.005,35.995,138.005,137.995,969.7915039,830.0858765,812.2832031,763.7335815,1007.869568
85,Blenheim-Gilboa Pumped Storage Power Project,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,1160000,15,42.442978,-74.45,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,42.447978,42.437978,-74.445,-74.455,265,334.651825,265,357.5403442,265
86,Miyun Pumped-hydro Storage Station (å¯†äº‘),Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,22000,0,40.376299,116.84,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,40.381299,40.371299,116.845,116.835,81,71.25441742,74.38392639,78.38392639,72.157547
87,Jukla Hydro Power Plants ,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,40000,0,59.9361331,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,59.9411331,59.9311331,6.005,5.995,70.0112381,71.8600769,70.30530548,97.80657196,54.00236893
88,Waldeck II,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,480000,7.17,51.1624468,9.06,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,51.1674468,51.1574468,9.065,9.055,203,268.419342,292.4723206,203,203.3946381
89,Turlough Hill Pumped Storage,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,292000,6,53.0280556,-6.39,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,53.0330556,53.0230556,-6.385,-6.395,464.242981,412.9649048,689.0228882,499.7471924,478.4241638
90,Bear Swamp Hydroelectric Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,600000,5,42.687055,-72.96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,42.692055,42.682055,-72.955,-72.965,313.2182312,343.6984558,475.5029907,395.8199768,262.9214172
91,Niikappu Pumped Hydro Power Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,200000,0,42.3624055,142.32,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,42.3674055,42.3574055,142.325,142.315,6.360906124,6.754742146,24.1641407,50.55306625,6.788277149
92,Bargi Hydro Power Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,330000,0,44.1260632,11.06,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,44.1310632,44.1210632,11.065,11.055,651.2611694,634.1176758,682.1502686,661.5838623,596.0876465
93,Ohira Pumped Hydro Power Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,500000,0,32.5074371,130.6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,32.5124371,32.5024371,130.605,130.595,4.07687521,4.734369755,5.908191681,6.218499184,3.585477114
94,LiptovskÃ¡ Mara Pumped Storage Power Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,198000,0,49.0986111,19.49,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,49.1036111,49.0936111,19.495,19.485,555,555,555,555,555.9970703
95,La Coche Pumped Storage Power Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,310000,0,45.4824436,6.53,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,45.4874436,45.4774436,6.535,6.525,484.3179016,484.3207092,554.6760254,487.2991638,497.335144
96,Conso Hydroelectric Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,228000,0,42.1429146,-7.29,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,42.1479146,42.1379146,-7.285,-7.295,1353.157227,1499.868286,1342.303589,1447.226563,1395.776245
97,Emosson Pumped Hydro Storage Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,360000,0,46.1025948,7.08,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,46.1075948,46.0975948,7.085,7.075,469.03125,460.0235291,475.1967163,466.1418457,472.0540771
98,Poithan (Jayakwadi Dam) Hydro Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,12000,0,19.4779213,75.37,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,19.4829213,19.4729213,75.375,75.365,449.7770081,448.3762817,445.9943542,443.2229919,460.7229309
99,Nabara Pumped Hydro Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,620000,0,34.5411347,132.51,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,34.5461347,34.5361347,132.515,132.505,97.07961273,108.1122818,130.6077576,77.03149414,185.2275238
100,Rodundwerk II Pumped Storage Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,295000,0,47.0851253,9.88,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,47.0901253,47.0801253,9.885,9.875,639.3093262,634.0332642,963.5568237,647.2658081,640.697937
101,Langenprozelten Pumped Storage Power Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,164000,5.8,50.059739,9.63,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,50.064739,50.054739,9.635,9.625,245.1944427,299.5700073,222.0712738,273.2044678,178.6009216
102,Revin Pumped Storage Power Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,800000,0,49.9218041,4.6,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,49.9268041,49.9168041,4.605,4.595,182.5012665,201.0006714,188.3104095,168,236.0979156
103,Wehr Pumped Storage Power Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,910000,7,47.6363693,7.91,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,47.6413693,47.6313693,7.915,7.905,367.1534424,376.2451172,365.5050354,406.2935181,380.6727905
104,Mazegawa Daiichi Pumped Hydro Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,288000,0,35.4232984,136.76,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,35.4282984,35.4182984,136.765,136.755,16.31206322,19.49443054,18.45007515,18.79289627,16.47995567
105,Poatina Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,300000,0,-41.8602187,146.76,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-41.8552187,-41.8652187,146.765,146.755,1034,1034,1034,1034,1034
106,Carters Dam Pumped Storage,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,250000,0,34.7659145,-84.77,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,34.7709145,34.7609145,-84.765,-84.775,228.9471283,225.0529327,227.9727631,228.6779327,229.7428436
107,Tajo De La Encantada (MÃ¡laga) Power Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,360000,0,36.90817,-4.76,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,36.91317,36.90317,-4.755,-4.765,222.0312195,306.4682922,174.1987305,347.0857849,255.0342102
108,Mapragg Pumped Hydro Storage Power Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,370000,0,46.9429623,9.48,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,46.9479623,46.9379623,9.485,9.475,866.4303589,883.888916,1118.227051,1044.390869,1040.792236
109,Kangaroo Valley Pumping and Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,160000,0,-34.733688,150.47,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-34.728688,-34.738688,150.475,150.465,122.1844101,107.0592728,61.75964737,163.4058228,71.02516937
110,Bendeela Pumping and Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,80000,0,-34.721119,150.48,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-34.716119,-34.726119,150.485,150.475,223.478775,320.5166321,182.0319366,234.100769,171.0719757
111,Max Planck Institute ASDEX-Upgrade Pulsed Power Supply System - 155 MW With Pulse Duration of 9.7 sec.,Electro-mechanical,Flywheel,Flywheel,Operational,387000,0,48.2632698,11.671654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,48.2682698,48.2582698,11.676654,11.666654,476.9587708,474.5058594,475.8233643,474.9698181,478.9300842
112,Taloro Hydro Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,240000,0,40.0948744,9.16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,40.0998744,40.0898744,9.165,9.155,715.8661499,746.7965088,737.8456421,739.4551392,660.9891968
113,Tanes Hydroelectric Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,133000,0,43.2504393,-5.98,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,43.2554393,43.2454393,-5.975,-5.985,892.5856934,842.9584351,778.4139404,923.0150146,808.4887695
114,Raccoon Mountain Pumped Storage Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,1652000,22,35.0198163,-85.37,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,35.0248163,35.0148163,-85.365,-85.375,205.4366608,205.7172699,204.4554596,205.1331329,230.4934998
115,DaleÅ¡ice Pumped Storage Power Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,450000,5.12,49.124395,16.12,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,49.129395,49.119395,16.125,16.115,381.9950256,384.2414551,426.5484619,310.4480896,402.1138306
116,Fairfield Pumped Storage,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,511200,6.97,34.2993741,-81.31,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,34.3043741,34.2943741,-81.305,-81.315,128.8730927,129.2628021,131.6523438,129.3561859,132.6120453
117,Kraftwerk Huntorf - 321-MW Plant Utilizes Nuclear-Sourced Night-Time Power,Electro-mechanical,Compressed Air Energy Storage,Compressed Air Energy Storage,Operational,290000,0,53.1897685,8.4099915,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,53.1947685,53.1847685,8.4149915,8.4049915,0.495914787,-0.568461895,-0.486829847,-0.20205386,-1.173887134
118,Aurland III Hydro Power Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,270000,0,60.90357,7.2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,60.90857,60.89857,7.205,7.195,8.042794228,250.4542999,35.56020737,56.88505173,5.015824318
119,Porabka-Zar Pumped Storage Power Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,500000,4,49.7704966,19.21,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,49.7754966,49.7654966,19.215,19.205,323.2913513,320,320,362.7118225,320
120,Le Cheylas Pumped Storage Power Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,480000,0,45.3815081,5.99,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,45.3865081,45.3765081,5.995,5.985,245,245,247.0479431,247,244.5626831
121,Coo-Trois-Ponts Hydroelectric Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,1164000,5,50.3717154,5.87,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,50.3767154,50.3667154,5.875,5.865,258.8390808,291.0934753,325.1010132,356.5588074,326.223175
122,Malta Main Stage Pumped Storage Power Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,730000,0,46.87241,13.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,46.87741,46.86741,13.335,13.325,688.5848999,927.7115479,595.5725098,828.5194092,625.8865967
123,Malta Upper Stage Pumped Storage Power Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,120000,0,47.0791667,13.34,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,47.0841667,47.0741667,13.345,13.335,1791.126465,1891.628418,1855.649536,1926.89502,1907.329224
124,Markersbach Pumped Storage Power Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,1050000,4,50.53528,12.86,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,50.54028,50.53028,12.865,12.855,483.1736755,532.4088745,598.4193115,493.1149902,476.6604004
125,Wallace Dam Pumped Storage,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,208000,0,33.350038,-83.16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,33.355038,33.345038,-83.155,-83.165,132,132,127.7961273,104,161.5466614
126,Steenbras Dam Pumped Storage Scheme,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,180000,15.5,-34.1514673,18.87,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-34.1464673,-34.1564673,18.875,18.865,11.61019802,14.68638039,9.85866642,13.60534,7.776596069
127,Rovina Hydro Power Plant (Entracque Pumped Storage),Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,134000,0,44.2439659,7.4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,44.2489659,44.2389659,7.405,7.395,924.1074829,1053.002808,902.5170898,1108.125488,880.4144897
128,Okuyoshino Pumped Storage,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,1206000,12.18,34.04469,135.79,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,34.04969,34.03969,135.795,135.785,306.7667542,212.8421021,219.8909607,318.6560669,288.0057983
129,Kuhtai PSH (KÃ¼htai Pumped Hydro Station),Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,289000,12.6,47.2537414,11.6,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,47.2587414,47.2487414,11.605,11.595,1582.328613,1346.00647,1794.857666,1482.445313,1616.504761
130,Shin-Takasegawa Pumped Storage Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,1280000,0,36.473841,137.69,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,36.478841,36.468841,137.695,137.685,1283.111816,1387.982666,1515.292969,1270.237427,1308.174316
131,Srisailam Pumped Hydro Storage,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,1670000,0,16.0732748,78.87,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,16.0782748,16.0682748,78.875,78.865,424.0182495,417.9535217,452.6039734,412.9695129,442.4049072
132,Oschenik Innerfragant Pumped Storage Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,108000,0,47.1374819,12.33,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,47.1424819,47.1324819,12.335,12.325,2851.758545,2533.099609,2959.002197,2725.470459,2867.684814
133,ÄŒierny VÃ¡h Pumped Storage Power Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,735160,0,49.011138,19.93,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,49.016138,49.006138,19.935,19.925,727.8205566,814.8684082,811.0939331,773.3434448,725.6459961
134,Chiotas Hydro Power Plant (Entracque Pumped Storage),Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,1184000,0,44.1775758,7.42,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,44.1825758,44.1725758,7.425,7.415,2549.397461,2531.750732,2413.045166,2685.66748,2331.298096
135,Aguieira Hydro Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,336000,116.67,40.340285,-8.2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,40.345285,40.335285,-8.195,-8.205,105.3084869,157.4573364,128.1009521,124,59
136,Mount Elbert Power Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,200000,12,39.094098,-106.35,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,39.099098,39.089098,-106.345,-106.355,2814.668457,2897.96582,2802.600098,2816.399414,2817.609619
137,Okuyahagi No. 1 Pumped Hydro Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,317000,0,35.1801883,136.91,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,35.1851883,35.1751883,136.915,136.905,18.09793854,17.73739243,16.4715004,21.90842247,16.85004425
